"No","Nama Produk","Nomor Izin Edar / Notifikasi","Kandungan Bahan Berbahaya/Dilarang","Produsen / Pendaftar","Nomor Surat Public Warning"
"674","OZERA Nail Polish Color No. 8","NA11151501122","Merah K10 (Rhodamin B)","Import by : PT. ADI PARAMA WARDHANA JAKARTA - INDONESIA, Made in China","B-IN.05.03.1.43.12.17.5965 (11/12/2017)"
"675","Ozzy Mask","-","Ammoniated Merkuri dan Clobetasol propionate","","HM.01.1.4.01.20.02 (01/07/2020)"
"676","Paimei A. Dan B Anti Fleckles","-","Merkuri / raksa (Hg)","","KH.00.01.3352 (07/09/2006)"
"677","PAKALOLO Lipstick 03","NA11181303780","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"678","PAKALOLO Lipstick 05","NA11181303784","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"679","PAKALOLO Lipstick 06","NA11181303785","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"680","PAKALOLO Lipstick 07","NA11181303786","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"681","PAKALOLO Lipstick 09","NA11181303787","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"682","PAKALOLO Lipstick 10","NA11181303778","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"683","PAKALOLO Lipstick 11","NA11181303788","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"684","PAKALOLO Lipstick 12","NA11181303789","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"685","PAKALOLO Pressed Powder - Brown (06)","NA11181205117","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"686","PAKALOLO Pressed Powder - Light Brown (05)","NA11181205118","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"687","PAKALOLO Pressed Powder - Light Color (01)","NA11181205120","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"688","PAKALOLO Pressed Powder - Light Tan (03)","NA11181205121","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"689","PAKALOLO Pressed Powder - Natural Color (04)","NA11181205119","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"690","PAKALOLO Pressed Powder - Skin Color (02)","NA11181205122","Merah K3 (CI Pigment Red 53)","PT. Kapuas Lintas Utama, Pontianak","HM.01.1.2.10.21.48 (13/10/2021)"
"691","PARLEYÂ® BEAUTY CREAM","-","Merkuri / raksa (Hg)","","HM.01.1.4.01.20.02 (01/07/2020)"
"692","PARLEYÂ® HERBAL WHITENING CREAM NOURISHING WITH AVOCADO","-","Merkuri / raksa (Hg)","","HM.01.1.4.01.20.02 (01/07/2020)"
"693","Pearl Cream KKK SP","-","Merkuri/raksa (Hg)","","PW.2010"
"694","Pemutih NEW PLACENTA Day Cream","-","Merkuri/ raksa (Hg)","","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"695","Pemutih Dokter","CA Reg 193 (Tanpa Izin Edar (Nomor Izin Edar fiktif))","Merkuri/ raksa (Hg)","CV. Kiu Kiu Jakarta","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"696","Pemutih Sejuta Bintang","-","Merkuri/ raksa (Hg)","","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"697","Pencuci Mahkota Wanita Ibu Halimah","-","Mengandung Methylchloroisothiazolinone (MCI) dan Methylisothiazolinone (MI) melebihi batas kadar","JAMU MAK DARA SDN BHD (Malaysia)","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"698","PeriPera Ink Airy Velvet (#6 Sellout Red)","-","Dipalsukan","","HM.01.1.4.01.20.02 (01/07/2020)"
"699","Perona Mata Dily","-","Merah K10 (Rhodamin B)","","KH.00.01.2.3984 (02/09/2004)"
"700","PLATINUM Cream Malam","-","Merkuri / raksa (Hg)","","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"701","PLENTIFUL Whitening Day Cream","CA 47082000270 (Tanpa Izin Edar)","Merkuri/ raksa (Hg)","Tauyuan City Taiwan","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"702","PLENTIFUL Whitening Night Cream","(Izin Edar Dibatalkan)","Asam Retinoat / Tretinoin, Hidrokinon","Taoyuan City, Taiwan, Distributor: PT. Fajar Mulia, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"703","Poliekstrak Acne Cream","NA18110100307","Klindamisin","CV Surya Permata","B-IN.05.03.1.43.12.17.5965 (11/12/2017)"
"704","Polla Gold Super White Perfects","-","Betamethasone 17-Valerate dan Merkuri / raksa (Hg)","MY 8 Manufacturing Co.Ltd., Thailand","HM.01.1.4.01.20.02 (01/07/2020)"
"705","POND'S AGE Miracle Day and Night Cream","-","Merkuri / raksa (Hg)","Millot Laboratory Co. Ltd., Thailand, Distributor: Unilever Singapore","KH.00.01.43.2503 (11/06/2009)"
"706","POND'S Angel Face Finishing Powder No.22","-","Timbal","-","HM.01.1.2.10.21.49 (13/10/2021)"
"707","POND'S Beauty Care make Up Lipstick Colorful Eye Shadow Two Way Cake (pink)","-","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"708","POND'S Detox Complete Beauty Care","-","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","Millot Laboratory Co. Ltd., Thailand, Distributor: Unilever Singapore","KH.00.01.43.2503 (11/06/2009)"
"709","POND'S Detox Complete Beauty Care Eye Shadow Two Way Cake","-","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","Millot Laboratory Co. Ltd., Thailand, Distributor: Unilever Singapore","KH.00.01.43.2503 (11/06/2009)"
"710","POND'S Detox Complete Beauty Care Make Up Kit","-","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","","KH.00.01.43.2503 (11/06/2009)"
"711","POND'S Detox Eye Shadow Blusher & Lip Gloss, Cr","-","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","","KH.00.01.43.2503 (11/06/2009)"
"712","POND�S Age Miracle Daily Resurfacing Cream SPF 15","CA 720085031547 (Tanpa Izin Edar (Nomor Izin Edar fiktif))","Merkuri/ raksa (Hg)","Indonesia untuk PT. Unilever Indonesia","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"713","Ponds Dark Spot Remover Whitening Cream A White Beauty Detox Spotless White - Night Frost","-","Merkuri / raksa (Hg)","Millot Laboratory Co. Ltd, Thailand","HM.01.1.4.01.20.02 (01/07/2020)"
"714","Pony Beauty Soothing & Moisture Aloe Vera 99% Powder + Blusher - 01","-","Timbal","China","HM.01.1.2.10.21.49 (13/10/2021)"
"715","PRESTIGE (biru)","-","Asam Retinoat / Tretinoin, Hidrokinon","Philiphina","HM.01.1.2.10.21.49 (13/10/2021)"
"716","PRESTIGE (Pink)","-","Asam Retinoat / Tretinoin, Hidrokinon","Philiphina","HM.01.1.2.10.21.49 (13/10/2021)"
"717","Professional Skin Care Formula by Dr. Alvin Rejuvenating Cream","-","Asam Retinoat / Tretinoin, Hidrokinon","-","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"718","Protect & Serve, 2 Oz","Indonesia","Cholecalciferol","Mybody, LLC, United States","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"719","Puie Beauly Gene Whitening Clearing Facial Spots Cream","-","Merkuri / raksa (Hg)","","KH.00.01.432.6081 (01/08/2007)"
"720","PUND'S Lip Beauty Moisture with Vit E A 18","-","Merah K3 (CI Pigment Red 53)","","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"721","PURBASARI Lipstick","CD 0905000009 (Tanpa Izin Edar (Nomor Izin Edar fiktif))","Merah K10 (Rhodamin B)","","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"722","PUTERI RATU Treatment Cream","-","Merkuri / raksa (Hg)","Malaysia","PW.02.04.1.4.10.22.169 (04/10/2022)"
"723","QB White Night Cream","CA 18090105483","Asam Retinoat / Tretinoin, Merkuri / raksa (Hg)","PT. Universal Science Cosmetic, Jakarta","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"724","Qeziger Luminesse Whitening Recharging Spot Day Cream","-","Merkuri / raksa (Hg)","Taiwan Qeziger Cosmetics Co., Ltd., Taiwan","HM.01.1.4.01.20.02 (01/07/2020)"
"725","Qeziger Luminesse Whitening Recharging Spot Night Cream","-","Merkuri / raksa (Hg)","Taiwan Qeziger Cosmetics Co., Ltd., Taiwan","HM.01.1.4.01.20.02 (01/07/2020)"
"726","QF Cream","-","Merkuri / raksa (Hg)","Lusicao Guangzhou China","KH.00.01.2.3984 (02/09/2004)"
"727","QIANXIU I Love Lipstick - 04","-","Timbal","-","HM.01.1.2.10.21.49 (13/10/2021)"
"728","Qianyan","-","Merkuri / raksa (Hg)","PT. Daun Mas Indah, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"729","QIANYAN GOOD","-","Merkuri/ raksa (Hg)","","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"730","Qibin Lipstick (2)","-","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","","KH.00.01.3352 (07/09/2006)"
"731","QL Cream","-","Merkuri / raksa (Hg)","Lusicao Guangzhou China","KH.00.01.2.3984 (02/09/2004)"
"732","QL Day Cream (A)","(Izin Edar Dibatalkan)","Asam Retinoat / Tretinoin","T.G.B United Enterprise Co. Ltd., Taiwan, Disributor: PT. Usaha Mandiri, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"733","QL Jing Ban Su Super Day Cream & Night Cream","-","Merkuri / raksa (Hg)","Qian Li Cosmetic Institute","KH.00.01.432.6081 (01/08/2007)"
"734","QL Matte Lipstick 07 (Sunset Orange)","NA18161300294","Merah K3 (CI Pigment Red 53)","PT. Usaha Mandiri Makmur","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"735","QL Matte Lipstick 08 (Flaming Red)","NA18161300295","Merah K3 (CI Pigment Red 53)","PT. Usaha Mandiri Makmur","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"736","QL Matte Lipstick 09 (Pretty Peach)","NA18151303969","Merah K3 (CI Pigment Red 53)","PT. Usaha Mandiri Makmur","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"737","QL Matte Lipstick 10 (Lady Red)","NA18151303970","Merah K3 (CI Pigment Red 53)","PT. Usaha Mandiri Makmur","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"738","QL Papaya Whitening Peeling Gel","(Izin Edar Dibatalkan)","Hidrokinon","T.G.B United Enterprise Co. Ltd., Taiwan, Disributor: PT. Usaha Mandiri, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"739","QL Special","-","Merkuri / raksa (Hg)","Lusicao Guangzhou China","KH.00.01.2.3984 (02/09/2004)"
"740","QL Super 7-Day Whiten & Frecle Dispel Day Cream & Night Cream","-","Merkuri / raksa (Hg)","Qian Li Cosmetic Institute","KH.00.01.432.6081 (01/08/2007)"
"741","QM Natural Vitamin C & E (Day Cream)","(Izin Edar Dibatalkan)","Asam Retinoat / Tretinoin","PT. Usaha Mandiri Makmur","KH.00.01.43.2503 (11/06/2009)"
"742","Qubanyifushuang Cream","-","Merkuri / raksa (Hg)","China","KH.00.01.3352 (07/09/2006)"
"743","QUINT","-","Merkuri / raksa (Hg)","Pulanna","KH.00.01.43.2503 (11/06/2009)"
"744","QUINT YEN Day & Night Cream","CA18090101157 (Tanpa Izin Edar (Nomor Izin Edar fiktif))","Merkuri/ raksa (Hg)","AP, Surabaya","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"745","Racikan Walet Putih","-","Merkuri/ raksa (Hg)","","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"746","RDL Baby Face whitening cream night cream 5 in 1","-","Merkuri / raksa (Hg)","RDL Pharmaceutical Laboratory Inc, Davao City, Philippines","HM.01.1.4.01.20.02 (01/07/2020)"
"747","RDL Face off Fade-out cream day cream 5 in 1","-","Merkuri / raksa (Hg)","RDL Pharmaceutical Laboratory Inc, Davao City, Philippines","HM.01.1.4.01.20.02 (01/07/2020)"
"748","RDL Hydroquinon Tretinoin Baby Face Solution 3.pot plastik","-","Asam Retinoat / Tretinoin, Hidrokinon 4 %","RDL Pharmaceutical Laboratory Inc Davao City, Philippines","KH.00.01.432.6081 (01/08/2007)"
"749","RDL Whitening TreatmentTM Day and Night Cream 8 Days Treatment","-","Dipalsukan","","HM.01.1.4.01.20.02 (01/07/2020)"
"750","Redmoon Bacteriostat Wash Free Hand Wash Gel","-","Kadar asetaldehid dan methanol melebihi batas","TGP Living Collection Pte Ltd","HM.01.1.2.10.21.49 (13/10/2021)"
"751","RENY Lipstick 02","NA 18131302604","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"752","RENY Lipstick 03","NA 18131302605","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"753","RENY Lipstick 04","NA 18131302606","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"754","RENY Lipstick 05","NA 18131302607","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"755","RENY Lipstick 06","NA 18131302608","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"756","RENY Lipstick 07","NA 18131302609","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"757","RENY Lipstick 08","NA 18131302610","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"758","RENY Lipstick 09","NA 18131302611","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"759","RENY Lipstick 10","NA 18131302612","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"760","RENY Lipstick 11","NA 18131302613","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"761","RENY Lipstick 12","NA 18131302614","Merah K3 (CI Pigment Red 53)","PT. Era Variasi Intertika untuk CV. Artha Bhoga","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"762","Reny Lipstick Liplife 300","-","Merah K10 (Rhodamin B)","","KH.00.01.2.3984 (02/09/2004)"
"763","ROBISIS - AntiAcne Whitening Day & Night Cream","-","Merkuri / raksa (Hg)","Cosmaprof Co. Ltd., Thailand.","HM.01.1.4.01.20.02 (01/07/2020)"
"764","ROBISIS Anti-Acne Whitening Day & Night Cream","-","Merkuri / raksa (Hg) (485.90ppm)","Yon Sing Trading (M) Sdn. Bhd., Malaysia/ Cosmaprof Co., Ltd.,","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"765","ROBISIS Fade-out Cream Day Cream","-","Merkuri / raksa (Hg) (3171.03 ppm)","Yon Sing Trading (M) Sdn. Bhd./ Sky Resources Sdn. Bhd.,","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"766","ROBISIS Whitening Cream Night Cream","-","Merkuri / raksa (Hg) (6274.37 ppm)","Yon Sing Trading (M) Sdn. Bhd./ Sky Resources Sdn. Bhd.,","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"767","Romantic May Liquid Matte Lip Gloss & Lipstick","-","Merah K10 (Rhodamin B)","-","HM.01.1.2.10.21.49 (13/10/2021)"
"768","ROSE Night Cream","NA47150101146","Merkuri / raksa (Hg)","Chiao Tu Cosmetics Co. Ltd., Taiwan, Import by: CV. Crystal Beauty","B-IN.05.03.1.43.12.17.5965 (11/12/2017)"
"769","Rou Yi Xue Fu- A.& B Pot Plastik 20 gr","-","Merkuri / raksa (Hg)","","KH.00.01.432.6081 (01/08/2007)"
"770","RYX Skin Sincerity Beyouthiful Starter Kit Day & Night Rejuvenating Toner","-","Hidrokinon","Philiphina","PW.02.04.1.4.10.22.169 (04/10/2022)"
"771","RYX Skin Sincerity Clear Bomb Advanced Exfoliating Toner","-","Hidrokinon","Philiphina","PW.02.04.1.4.10.22.169 (04/10/2022)"
"772","S’Zitang 10 Days Eliminating Freckle Day - Night Set","-","Merkuri / raksa (Hg)","Label is in Foreign Language","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"773","SALSA Hair Colorant Cherry Red (S-019)","(Izin Edar dibatalkan)","Merah K10 (Rhodamin B)","Jia Wei Ya","KH.00.01.43.2503 (11/06/2009)"
"774","SALSA Hair Colorant Pink Color (S-018)","(Izin Edar dibatalkan)","Merah K10 (Rhodamin B)","Jia Wei Ya","KH.00.01.43.2503 (11/06/2009)"
"775","SALSA Lipstick Hi Class 02","CL 0905301942 (Tanpa Izin Edar (Nomor Izin Edar fiktif))","Merah K3 (CI Pigment Red 53)","UD. Fonda Mas","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"776","SALSA Lovely Lipstick 12","CL 0905301942 (Tanpa Izin Edar (Nomor Izin Edar fiktif))","Merah K3 (CI Pigment Red 53)","UD. Fonda Mas","HM.04.01.1.23.12.11.10567 (27/12/2011)"
"777","SALSA MEIXIIE Lip Liner Pink Ungu","NA18161302081","Merah K10 (Rhodamin B)","UD. Fonda Mas","B-IN.05.03.1.43.12.17.5965 (11/12/2017)"
"778","SALSA MEIXIIE Lip Liner Ungu","NA18161302083","Merah K10 (Rhodamin B)","UD. Fonda Mas","B-IN.05.03.1.43.12.17.5965 (11/12/2017)"
"779","SALSA Nail Polish 36.","NA18161500744","Merah K10 (Rhodamin B)","UD. Fonda Mas","B-IN.05.03.1.43.12.17.5965 (11/12/2017)"
"780","SALSA Nail Polish 38.","NA18161500740","Merah K10 (Rhodamin B)","UD. Fonda Mas","B-IN.05.03.1.43.12.17.5965 (11/12/2017)"
"781","Sanigen Gel Hand Refreshing Gel 600ML","-","Kadar asetaldehid dan methanol melebihi batas","TFP Distribution Pte Ltd Worldchem Korea","HM.01.1.2.10.21.49 (13/10/2021)"
"782","Sanitelle","-","Kadar asetaldehid dan methanol melebihi batas","Portes Holdings Pte Ltd","HM.01.1.2.10.21.49 (13/10/2021)"
"783","SanKe Zhen Green Tea Toothpate","-","Diethylene Glycol (DEG)","Aksara China","KH.00.01.432.6081 (01/08/2007)"
"784","SARI Daily Cream for Normal Skin","NA 18120100072","Merkuri / raksa (Hg)","PT. Star Abadi Ratu Indonesia, Bogor","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"785","SARI Daily Cream for Oily Skin","NA 18120100071","Merkuri / raksa (Hg)","PT. Star Abadi Ratu Indonesia, Bogor","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"786","SARI Night Cream for Normal Skin","NA 18120100291","Merkuri / raksa (Hg)","PT. Star Abadi Ratu Indonesia, Bogor","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"787","SARI Night Cream for Oily Skin","NA 18120100290","Merkuri / raksa (Hg)","PT. Star Abadi Ratu Indonesia, Bogor","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"788","SARI Sabun Muka Lime","NA 18121201137","Merkuri / raksa (Hg)","PT. Star Abadi Ratu Indonesia, Bogor","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"789","SARI Sabun Muka Papaya + Honey","NA 18121201627","Merkuri / raksa (Hg)","PT. Star Abadi Ratu Indonesia, Bogor","HM.03.03.1.43.12.14.7870 (19/12/2014)"
"790","SB-1 Cream","-","Hidrokinon","Miracle Skin Care","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"791","SB-2 Cream","-","Hidrokinon","Miracle Skin Care","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"792","SB-3 Cream","-","Hidrokinon","Miracle Skin Care","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"793","SBM-1 Cream","-","Hidrokinon","Miracle Skin Care","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"794","SBM-2 Cream","-","Hidrokinon","Miracle Skin Care","HM.03.03.1.43.12.12.8256 (27/12/2012)"
"795","SCANLON Lipstick (MC01)","-","Merah K3 (CI Pigment Red 53)","Yiwu Sxanlon Cosmetics Co.,Ltd., China","HM.01.1.2.10.21.49 (13/10/2021)"
"796","SCANLON Lipstick (MC03)","-","Merah K3 (CI Pigment Red 53), Merah K10 (Rhodamin B)","Yiwu Sxanlon Cosmetics Co.,Ltd., China","HM.01.1.2.10.21.49 (13/10/2021)"
"797","SCANLON Lipstick (MC09)","-","Merah K3 (CI Pigment Red 53)","Yiwu Sxanlon Cosmetics Co.,Ltd., China","HM.01.1.2.10.21.49 (13/10/2021)"
"798","SCANLON Lipstick (MC11)","-","Merah K3 (CI Pigment Red 53)","Yiwu Sxanlon Cosmetics Co.,Ltd., China","HM.01.1.2.10.21.49 (13/10/2021)"
"799","SCHOLAR GOLD Whitening Night Cream","NA18140100016","Merkuri / raksa (Hg)","","B-IN.05.03.1.43.12.16.4139 (06/12/2016)"
"800","SCHOLAR Whitening Cream Night Cream","(Izin Edar Dibatalkan)","Merkuri / raksa (Hg)","PT. Millenium Lestari Jaya, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"801","SEERI Cosmetic Day Cream","-","Merkuri / raksa (Hg)","","HM.01.1.4.01.20.02 (01/07/2020)"
"802","SEERI Cosmetic Herbal Cream","-","Merkuri / raksa (Hg)","","HM.01.1.4.01.20.02 (01/07/2020)"
"803","Sella Lipstick","-","Merah K10 (Rhodamin B)","","KH.00.01.2.3984 (02/09/2004)"
"804","SENSET Maceratable Skin Cleansing Wipes","-","Cemaran mikroba","","PW.02.04.1.4.10.22.169 (04/10/2022)"
"805","SENSWELL Summer Floral Body Lotion","NA 18140103458","Hidrokinon","PT. Citrasemesta Asrisejati untuk PT. Senswell International","IN.05.03.1.43.11.15.5285 (30/11/2015)"
"806","Shee Na Whitening Cream. Pot Plastik 12 gr","-","Merkuri / raksa (Hg)","Atlie Cosmetic Chen Chiao Co. Ltd., Kaohsiung City - Taiwan","KH.00.01.432.6081 (01/08/2007)"
"807","Shee Na Whitening Pearl Cream","-","Merkuri / raksa (Hg)","Atlie Cosmetic Chen Chiao Co. Ltd., Kaohsiung City - Taiwan","KH.00.01.432.6147 (26/11/2008)"
"808","SHISEIDO Soft Powder Smooth And Delicate Skin","-","Timbal","China","HM.01.1.2.10.21.49 (13/10/2021)"
"809","Siella Lipstick","-","Merah K3 (CI Pigment Red 53)","","KH.00.01.3352 (07/09/2006)"
"810","SIVANA COLORS MAKEUP PALETTE SILTY fine 01 (D)","-","Arsen (8.58 Âµg/g)","YIWU DIEFEI COSMETIC CO., LTD.","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"811","SIVANA COLORS MAKEUP PALETTE SILTY fine 04 (J)","-","Merah K10 (Rhodamin B)","YIWU DIEFEI COSMETIC CO., LTD.","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"812","SIVANA COLORS MAKEUP PALETTE SILTY fine 05 (J)","-","Merah K10 (Rhodamin B)","YIWU DIEFEI COSMETIC CO., LTD.","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"813","SIVANA COLORS SUMMER GRADUALLY COMPACT EYESHADOW & BLUSHER 05 (I)","-","Merah K3 (CI Pigment Red 53)","YIWU DIEFEI COSMETIC CO., LTD.","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"814","SIVANA COLORS SUMMER GRADUALLY COMPACT EYESHADOW & BLUSHER 07 (C)","-","Merah K10 (Rhodamin B)","YIWU DIEFEI COSMETIC CO., LTD.","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"815","SIVANA COLORS SUMMER GRADUALLY COMPACT EYESHADOW & BLUSHER 07 (I)","-","Merah K3 (CI Pigment Red 53)","YIWU DIEFEI COSMETIC CO., LTD.","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"816","SIVANA COLORS SUMMER GRADUALLY COMPACT EYESHADOW & BLUSHER 07 (J)","-","Merah K3 (CI Pigment Red 53)","YIWU DIEFEI COSMETIC CO., LTD.","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"817","SJM & SJS Special Whitening Cream.Pot Plastik","-","Merkuri / raksa (Hg)","","KH.00.01.432.6081 (01/08/2007)"
"818","SKEDA - Homme Spot Concealer","-","Senyawa antimon","-","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"819","Skin Enhancer","-","Asam Retinoat / Tretinoin","Produsen: USA, Distributor: Obagi Medical Products, Jakarta","KH.00.01.43.2503 (11/06/2009)"
"820","SKIN MAGICAL REJUVENATING CREAM NO. 1","-","Asam Retinoat / Tretinoin, Hidrokinon","-","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"821","SKIN MAGICAL REJUVENATING FACIAL TONER NO. 1","-","Asam Retinoat / Tretinoin, Hidrokinon","-","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"822","SKIN MAGICAL REJUVENATING FACIAL TONER NO. 1","-","Hidrokinon","","HM.01.1.4.01.20.02 (01/07/2020)"
"823","Skin Magical Rejuvenating Set 3","-","Hidrokinon","-","HM.01.1.2.10.21.49 (13/10/2021)"
"824","Skin Reborn Essentials Facial Solution Deep Cleanser (for night only)","-","Asam Retinoat / Tretinoin","Eulaila Beauty Station, Philippines","HM.01.1.2.10.21.49 (13/10/2021)"
"825","Skin Reborn Essentials Rejuvenating Cream Whithening & Moisturiser (Night Cream)","-","Asam Retinoat / Tretinoin","Eulaila Beauty Station, Philippines","HM.01.1.2.10.21.49 (13/10/2021)"
"826","Skin Revolution - Acne Clearing Solution","-","Klindamisin, Metronidazol","-","HM.01.1.2.10.21.49 (13/10/2021)"
"827","Skinfood - Cherry Full Lip Liner (Rose Cherry)","-","Senyawa antimon","Skinfood","B-HM.01.01.1.44.11.18.5410 (14/11/2018)"
"828","SL ANGEL","-","Asam Retinoat / Tretinoin","Malaysia","HM.01.1.2.10.21.49 (13/10/2021)"
"829","SL BLOSSOM","-","Asam Retinoat / Tretinoin","Malaysia","HM.01.1.2.10.21.49 (13/10/2021)"
"830","SL-2 Cream","-","Hidrokinon","Miracle Skin Care","HM.03.03.1.43.12.12.8256 (27/12/2012)"
